,path,emotion
344,data/training\Actor_03\03-02-05-02-02-02-03-manipulated-_negative.wav,negative
345,data/training\Actor_03\03-02-05-02-02-02-03_negative.wav,negative
346,data/training\Actor_03\03-02-06-01-01-01-03-converted-manipulated-_negative.wav,negative
347,data/training\Actor_03\03-02-06-01-01-01-03_negative.wav,negative
348,data/training\Actor_03\03-02-06-01-01-02-03-manipulated-_negative.wav,negative
349,data/training\Actor_03\03-02-06-01-01-02-03_negative.wav,negative
350,data/training\Actor_03\03-02-06-01-02-01-03-converted-manipulated-_negative.wav,negative
351,data/training\Actor_03\03-02-06-01-02-01-03_negative.wav,negative
352,data/training\Actor_03\03-02-06-01-02-02-03-converted-manipulated-_negative.wav,negative
353,data/training\Actor_03\03-02-06-01-02-02-03_negative.wav,negative
354,data/training\Actor_03\03-02-06-02-01-01-03-manipulated-_negative.wav,negative
355,data/training\Actor_03\03-02-06-02-01-01-03_negative.wav,negative
356,data/training\Actor_03\03-02-06-02-01-02-03-manipulated-_negative.wav,negative
357,data/training\Actor_03\03-02-06-02-01-02-03_negative.wav,negative
358,data/training\Actor_03\03-02-06-02-02-01-03-converted-manipulated-_negative.wav,negative
359,data/training\Actor_03\03-02-06-02-02-01-03_negative.wav,negative
360,data/training\Actor_03\03-02-06-02-02-02-03-manipulated-_negative.wav,negative
361,data/training\Actor_03\03-02-06-02-02-02-03_negative.wav,negative
362,data/training\Actor_03\03_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
363,data/training\Actor_03\03_01_01_01_dogs-sitting_negative.wav,negative
364,data/training\Actor_03\03_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
365,data/training\Actor_03\03_01_01_01_kids-talking_negative.wav,negative
366,data/training\Actor_03\03_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
367,data/training\Actor_03\03_01_01_02_dogs-sitting_negative.wav,negative
368,data/training\Actor_03\03_01_01_02_kids-talking-manipulated-_negative.wav,negative
369,data/training\Actor_03\03_01_01_02_kids-talking_negative.wav,negative
370,data/training\Actor_03\03_01_02_01_dogs-sitting-manipulated-_negative.wav,negative
371,data/training\Actor_03\03_01_02_01_dogs-sitting_negative.wav,negative
372,data/training\Actor_03\03_01_02_01_kids-talking-manipulated-_negative.wav,negative
373,data/training\Actor_03\03_01_02_01_kids-talking_negative.wav,negative
374,data/training\Actor_03\03_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
375,data/training\Actor_03\03_01_02_02_dogs-sitting_negative.wav,negative
376,data/training\Actor_03\03_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
377,data/training\Actor_03\03_01_02_02_kids-talking_negative.wav,negative
378,data/training\Actor_03\03_02_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
379,data/training\Actor_03\03_02_01_01_dogs-sitting_negative.wav,negative
380,data/training\Actor_03\03_02_01_01_kids-talking-converted-manipulated-_negative.wav,negative
381,data/training\Actor_03\03_02_01_01_kids-talking_negative.wav,negative
382,data/training\Actor_03\03_02_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
383,data/training\Actor_03\03_02_01_02_dogs-sitting_negative.wav,negative
384,data/training\Actor_03\03_02_01_02_kids-talking-converted-manipulated-_negative.wav,negative
385,data/training\Actor_03\03_02_01_02_kids-talking_negative.wav,negative
386,data/training\Actor_03\03_02_02_01_dogs-sitting-manipulated-_negative.wav,negative
387,data/training\Actor_03\03_02_02_01_dogs-sitting_negative.wav,negative
388,data/training\Actor_03\03_02_02_01_kids-talking-converted-manipulated-_negative.wav,negative
389,data/training\Actor_03\03_02_02_01_kids-talking_negative.wav,negative
390,data/training\Actor_03\03_02_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
391,data/training\Actor_03\03_02_02_02_dogs-sitting_negative.wav,negative
392,data/training\Actor_03\03_02_02_02_kids-talking-converted-manipulated-_negative.wav,negative
393,data/training\Actor_03\03_02_02_02_kids-talking_negative.wav,negative
394,data/training\Actor_03\100_03_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
395,data/training\Actor_03\100_03_01_01_02_dogs-sitting_negative.wav,negative
396,data/training\Actor_03\101_03_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
397,data/training\Actor_03\101_03_01_01_02_dogs-sitting_negative.wav,negative
398,data/training\Actor_03\103_03_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
399,data/training\Actor_03\103_03_01_01_02_dogs-sitting_negative.wav,negative
400,data/training\Actor_03\104_03_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
401,data/training\Actor_03\104_03_01_01_02_kids-talking_negative.wav,negative
402,data/training\Actor_03\105_03_01_01_02_kids-talking-manipulated-_negative.wav,negative
403,data/training\Actor_03\105_03_01_01_02_kids-talking_negative.wav,negative
404,data/training\Actor_03\107_03_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
405,data/training\Actor_03\107_03_01_01_02_kids-talking_negative.wav,negative
406,data/training\Actor_03\108_03_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
407,data/training\Actor_03\108_03_01_02_01_dogs-sitting_negative.wav,negative
408,data/training\Actor_03\109_03_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
409,data/training\Actor_03\109_03_01_02_01_dogs-sitting_negative.wav,negative
410,data/training\Actor_03\111_03_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
411,data/training\Actor_03\111_03_01_02_01_dogs-sitting_negative.wav,negative
412,data/training\Actor_03\112_03_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
413,data/training\Actor_03\112_03_01_02_01_kids-talking_negative.wav,negative
414,data/training\Actor_03\113_03_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
415,data/training\Actor_03\113_03_01_02_01_kids-talking_negative.wav,negative
416,data/training\Actor_03\115_03_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
417,data/training\Actor_03\115_03_01_02_01_kids-talking_negative.wav,negative
418,data/training\Actor_03\116_03_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
419,data/training\Actor_03\116_03_01_02_02_dogs-sitting_negative.wav,negative
420,data/training\Actor_03\117_03_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
421,data/training\Actor_03\117_03_01_02_02_dogs-sitting_negative.wav,negative
422,data/training\Actor_03\119_03_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
423,data/training\Actor_03\119_03_01_02_02_dogs-sitting_negative.wav,negative
424,data/training\Actor_03\120_03_01_02_02_kids-talking-manipulated-_negative.wav,negative
425,data/training\Actor_03\120_03_01_02_02_kids-talking_negative.wav,negative
426,data/training\Actor_03\121_03_01_02_02_kids-talking-manipulated-_negative.wav,negative
427,data/training\Actor_03\121_03_01_02_02_kids-talking_negative.wav,negative
428,data/training\Actor_03\123_03_01_02_02_kids-talking-manipulated-_negative.wav,negative
429,data/training\Actor_03\123_03_01_02_02_kids-talking_negative.wav,negative
430,data/training\Actor_03\124_03_02_01_01_dogs-sitting-manipulated-_negative.wav,negative
431,data/training\Actor_03\124_03_02_01_01_dogs-sitting_negative.wav,negative
432,data/training\Actor_03\125_03_02_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
433,data/training\Actor_03\125_03_02_01_01_dogs-sitting_negative.wav,negative
434,data/training\Actor_03\126_03_02_01_01_kids-talking-converted-manipulated-_negative.wav,negative
435,data/training\Actor_03\126_03_02_01_01_kids-talking_negative.wav,negative
436,data/training\Actor_03\127_03_02_01_01_kids-talking-manipulated-_negative.wav,negative
437,data/training\Actor_03\127_03_02_01_01_kids-talking_negative.wav,negative
438,data/training\Actor_03\128_03_02_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
439,data/training\Actor_03\128_03_02_01_02_dogs-sitting_negative.wav,negative
440,data/training\Actor_03\129_03_02_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
441,data/training\Actor_03\129_03_02_01_02_dogs-sitting_negative.wav,negative
442,data/training\Actor_03\130_03_02_01_02_kids-talking-converted-manipulated-_negative.wav,negative
443,data/training\Actor_03\130_03_02_01_02_kids-talking_negative.wav,negative
444,data/training\Actor_03\131_03_02_01_02_kids-talking-converted-manipulated-_negative.wav,negative
445,data/training\Actor_03\131_03_02_01_02_kids-talking_negative.wav,negative
446,data/training\Actor_03\132_03_02_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
447,data/training\Actor_03\132_03_02_02_01_dogs-sitting_negative.wav,negative
448,data/training\Actor_03\133_03_02_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
449,data/training\Actor_03\133_03_02_02_01_dogs-sitting_negative.wav,negative
450,data/training\Actor_03\134_03_02_02_01_kids-talking-converted-manipulated-_negative.wav,negative
451,data/training\Actor_03\134_03_02_02_01_kids-talking_negative.wav,negative
452,data/training\Actor_03\135_03_02_02_01_kids-talking-converted-manipulated-_negative.wav,negative
453,data/training\Actor_03\135_03_02_02_01_kids-talking_negative.wav,negative
454,data/training\Actor_03\136_03_02_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
455,data/training\Actor_03\136_03_02_02_02_dogs-sitting_negative.wav,negative
456,data/training\Actor_03\137_03_02_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
457,data/training\Actor_03\137_03_02_02_02_dogs-sitting_negative.wav,negative
458,data/training\Actor_03\138_03_02_02_02_kids-talking-manipulated-_negative.wav,negative
459,data/training\Actor_03\138_03_02_02_02_kids-talking_negative.wav,negative
460,data/training\Actor_03\139_03_02_02_02_kids-talking-converted-manipulated-_negative.wav,negative
461,data/training\Actor_03\139_03_02_02_02_kids-talking_negative.wav,negative
462,data/training\Actor_03\92_03_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
463,data/training\Actor_03\92_03_01_01_01_dogs-sitting_negative.wav,negative
464,data/training\Actor_03\93_03_01_01_01_dogs-sitting-manipulated-_negative.wav,negative
465,data/training\Actor_03\93_03_01_01_01_dogs-sitting_negative.wav,negative
466,data/training\Actor_03\95_03_01_01_01_dogs-sitting-manipulated-_negative.wav,negative
467,data/training\Actor_03\95_03_01_01_01_dogs-sitting_negative.wav,negative
468,data/training\Actor_03\96_03_01_01_01_kids-talking-manipulated-_negative.wav,negative
469,data/training\Actor_03\96_03_01_01_01_kids-talking_negative.wav,negative
470,data/training\Actor_03\97_03_01_01_01_kids-talking-manipulated-_negative.wav,negative
471,data/training\Actor_03\97_03_01_01_01_kids-talking_negative.wav,negative
472,data/training\Actor_03\99_03_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
473,data/training\Actor_03\99_03_01_01_01_kids-talking_negative.wav,negative
474,data/training\Actor_04\03-02-04-01-01-01-04-converted-manipulated-_negative.wav,negative
475,data/training\Actor_04\03-02-04-01-01-01-04_negative.wav,negative
476,data/training\Actor_04\03-02-04-01-01-02-04-manipulated-_negative.wav,negative
477,data/training\Actor_04\03-02-04-01-01-02-04_negative.wav,negative
478,data/training\Actor_04\03-02-04-01-02-01-04-converted-manipulated-_negative.wav,negative
479,data/training\Actor_04\03-02-04-01-02-01-04_negative.wav,negative
480,data/training\Actor_04\03-02-04-01-02-02-04-converted-manipulated-_negative.wav,negative
481,data/training\Actor_04\03-02-04-01-02-02-04_negative.wav,negative
482,data/training\Actor_04\03-02-04-02-01-01-04-manipulated-_negative.wav,negative
483,data/training\Actor_04\03-02-04-02-01-01-04_negative.wav,negative
484,data/training\Actor_04\03-02-04-02-01-02-04-converted-manipulated-_negative.wav,negative
485,data/training\Actor_04\03-02-04-02-01-02-04_negative.wav,negative
486,data/training\Actor_04\03-02-04-02-02-01-04-manipulated-_negative.wav,negative
487,data/training\Actor_04\03-02-04-02-02-01-04_negative.wav,negative
488,data/training\Actor_04\03-02-04-02-02-02-04-manipulated-_negative.wav,negative
489,data/training\Actor_04\03-02-04-02-02-02-04_negative.wav,negative
490,data/training\Actor_04\03-02-05-01-01-01-04-converted-manipulated-_negative.wav,negative
491,data/training\Actor_04\03-02-05-01-01-01-04_negative.wav,negative
492,data/training\Actor_04\03-02-05-01-01-02-04-converted-manipulated-_negative.wav,negative
493,data/training\Actor_04\03-02-05-01-01-02-04_negative.wav,negative
494,data/training\Actor_04\03-02-05-01-02-01-04-converted-manipulated-_negative.wav,negative
495,data/training\Actor_04\03-02-05-01-02-01-04_negative.wav,negative
496,data/training\Actor_04\03-02-05-01-02-02-04-manipulated-_negative.wav,negative
497,data/training\Actor_04\03-02-05-01-02-02-04_negative.wav,negative
498,data/training\Actor_04\03-02-05-02-01-01-04-converted-manipulated-_negative.wav,negative
499,data/training\Actor_04\03-02-05-02-01-01-04_negative.wav,negative
500,data/training\Actor_04\03-02-05-02-01-02-04-converted-manipulated-_negative.wav,negative
501,data/training\Actor_04\03-02-05-02-01-02-04_negative.wav,negative
502,data/training\Actor_04\03-02-05-02-02-01-04-converted-manipulated-_negative.wav,negative
503,data/training\Actor_04\03-02-05-02-02-01-04_negative.wav,negative
504,data/training\Actor_04\03-02-05-02-02-02-04-converted-manipulated-_negative.wav,negative
505,data/training\Actor_04\03-02-05-02-02-02-04_negative.wav,negative
506,data/training\Actor_04\03-02-06-01-01-01-04-converted-manipulated-_negative.wav,negative
507,data/training\Actor_04\03-02-06-01-01-01-04_negative.wav,negative
508,data/training\Actor_04\03-02-06-01-01-02-04-converted-manipulated-_negative.wav,negative
509,data/training\Actor_04\03-02-06-01-01-02-04_negative.wav,negative
510,data/training\Actor_04\03-02-06-01-02-01-04-converted-manipulated-_negative.wav,negative
511,data/training\Actor_04\03-02-06-01-02-01-04_negative.wav,negative
512,data/training\Actor_04\03-02-06-01-02-02-04-converted-manipulated-_negative.wav,negative
513,data/training\Actor_04\03-02-06-01-02-02-04_negative.wav,negative
514,data/training\Actor_04\03-02-06-02-01-01-04-manipulated-_negative.wav,negative
515,data/training\Actor_04\03-02-06-02-01-01-04_negative.wav,negative
516,data/training\Actor_04\03-02-06-02-01-02-04-converted-manipulated-_negative.wav,negative
517,data/training\Actor_04\03-02-06-02-01-02-04_negative.wav,negative
518,data/training\Actor_04\03-02-06-02-02-01-04-converted-manipulated-_negative.wav,negative
519,data/training\Actor_04\03-02-06-02-02-01-04_negative.wav,negative
520,data/training\Actor_04\03-02-06-02-02-02-04-manipulated-_negative.wav,negative
521,data/training\Actor_04\03-02-06-02-02-02-04_negative.wav,negative
522,data/training\Actor_04\04_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
523,data/training\Actor_04\04_01_01_01_dogs-sitting_negative.wav,negative
524,data/training\Actor_04\04_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
525,data/training\Actor_04\04_01_01_01_kids-talking_negative.wav,negative
526,data/training\Actor_04\04_01_01_02_dogs-sitting-manipulated-_negative.wav,negative
527,data/training\Actor_04\04_01_01_02_dogs-sitting_negative.wav,negative
528,data/training\Actor_04\04_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
529,data/training\Actor_04\04_01_01_02_kids-talking_negative.wav,negative
530,data/training\Actor_04\04_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
531,data/training\Actor_04\04_01_02_01_dogs-sitting_negative.wav,negative
532,data/training\Actor_04\04_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
533,data/training\Actor_04\04_01_02_01_kids-talking_negative.wav,negative
534,data/training\Actor_04\04_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
535,data/training\Actor_04\04_01_02_02_dogs-sitting_negative.wav,negative
536,data/training\Actor_04\04_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
